Date,Campaign,id,ad_id,os,Installs,app
2019-03-01,MSK,1190,36296008,ios,0.000,real
2019-03-01,MSK,1190,36296012,ios,0.000,real
2019-03-01,MSK,1190,36296013,ios,0.000,real
2019-03-01,MSK,1190,36296022,ios,0.000,real
2019-03-01,MSK,1190,36296023,ios,0.000,real
2019-03-01,MSK,1190,36296024,ios,0.000,real
2019-03-01,MSK,1190,36296029,ios,0.000,real
2019-03-01,MSK,1190,36296031,ios,0.000,real
2019-03-01,MSK,1190,36296038,ios,0.000,real
2019-03-01,MSK,1190,36296039,ios,0.000,real
2019-03-01,MSK,1190,36296044,ios,0.000,real
2019-03-01,MSK,1190,36374447,ios,0.000,real
2019-03-01,MSK,1190,36374453,ios,0.000,real
2019-03-01,MSK,1190,36374509,ios,0.000,real
2019-03-01,MSK,1190,36374525,ios,0.000,real
2019-03-01,MSK,1190,36444120,ios,0.000,real
2019-03-01,MSK,1190,36444121,ios,0.000,real
2019-03-01,MSK,1190,36444122,ios,0.000,real
2019-03-01,MSK,1190,36444123,ios,0.000,real
2019-03-01,MSK,1190,36444149,ios,1.000,real
2019-03-01,MSK,1190,36444150,ios,0.000,real
2019-03-01,MSK,1190,36444151,ios,0.000,real
2019-03-01,MSK,1190,36444152,ios,0.000,real
2019-03-01,MSK,1190,36984586,ios,0.000,real
2019-03-01,MSK,1190,36984706,ios,0.000,real
2019-03-01,MSK,1190,36984965,ios,0.000,real
2019-03-01,MSK,1190,36985082,ios,0.000,real
2019-03-01,MSK,1190,36985082,windows,0.000,real
2019-03-01,MSK,1190,36985165,ios,0.000,real
2019-03-01,MSK,1190,36985267,ios,0.000,real
2019-03-01,MSK,1190,36985269,ios,0.000,real
2019-03-01,MSK,1190,36985292,ios,0.000,real
2019-03-01,MSK,1190,37702872,ios,0.000,real
2019-03-01,MSK,1190,37702880,ios,0.000,real
2019-03-01,MSK,1190,37702881,ios,0.000,real
2019-03-01,MSK,1190,37702883,ios,0.000,real
2019-03-01,MSK,1190,37705829,ios,0.000,real
2019-03-01,MSK,1190,37705830,ios,0.000,real
2019-03-01,MSK,1190,37705831,ios,0.000,real
2019-03-01,MSK,1190,37802209,ios,0.000,real
2019-03-01,MSK,1190,37802210,ios,0.000,real
2019-03-01,MSK,1190,37802211,ios,1.000,real
2019-03-01,MSK,1190,37802212,ios,0.000,real
2019-03-01,MSK,1190,37802213,ios,0.000,real
2019-03-01,MSK,1190,37894670,ios,0.000,real
2019-03-01,MSK,1190,37894678,ios,0.000,real
2019-03-01,MSK,1190,37894679,ios,0.000,real
2019-03-01,MSK,1190,37894680,ios,0.000,real
2019-03-01,MSK,1190,37894681,ios,0.000,real
2019-03-01,MSK,1190,37966236,ios,0.000,real
2019-03-01,MSK,1190,37966236,server,0.000,real
2019-03-01,MSK,1190,37966237,ios,0.000,real
2019-03-01,MSK,1190,37998462,ios,0.000,real
2019-03-01,MSK,1190,37998463,ios,0.000,real
2019-03-01,MSK,1190,37998464,ios,0.000,real
2019-03-01,MSK,1190,37998473,ios,0.000,real
2019-03-01,MSK,1190,37998474,ios,0.000,real
2019-03-01,MSK,1957,37720559,ios,0.000,real
2019-03-01,MSK,1957,37720653,ios,0.000,real
2019-03-01,MSK,1957,37736950,ios,0.000,real
2019-03-01,MSK,1957,37737882,ios,0.000,real
2019-03-01,MSK,2260,36283822,ios,0.000,real
2019-03-01,MSK,2260,36283823,ios,0.000,real
2019-03-01,MSK,2260,36283824,ios,0.000,real
2019-03-01,MSK,2260,36284012,ios,0.000,real
2019-03-01,MSK,2260,36284013,ios,0.000,real
2019-03-01,MSK,2260,36284014,ios,0.000,real
2019-03-01,MSK,2260,36284015,ios,0.000,real
2019-03-01,MSK,2260,36284016,ios,0.000,real
2019-03-01,MSK,2260,36284040,ios,0.000,real
2019-03-01,MSK,2260,36284041,ios,0.000,real
2019-03-01,MSK,2260,36284081,ios,0.000,real
2019-03-01,MSK,2260,36284082,ios,0.000,real
2019-03-01,MSK,2260,36284132,ios,0.000,real
2019-03-01,MSK,2260,36284146,ios,0.000,real
2019-03-01,MSK,2260,36284239,ios,0.000,real
2019-03-01,MSK,2260,36284240,ios,0.000,real
2019-03-01,MSK,2260,36284241,ios,0.000,real
2019-03-01,MSK,2260,36284261,ios,0.000,real
2019-03-01,MSK,2260,36284303,ios,0.000,real
2019-03-01,MSK,2260,36284304,ios,0.000,real
2019-03-01,MSK,2260,36284305,ios,0.000,real
2019-03-01,MSK,2260,36284380,ios,0.000,real
2019-03-01,MSK,2260,36284381,ios,0.000,real
2019-03-01,MSK,2260,36284382,ios,0.000,real
2019-03-01,MSK,2260,36284383,ios,0.000,real
2019-03-01,MSK,2260,36284384,ios,0.000,real
2019-03-01,MSK,2260,36284399,ios,0.000,real
2019-03-01,MSK,2260,36284400,ios,0.000,real
2019-03-01,MSK,2260,36284401,ios,0.000,real
2019-03-01,MSK,2260,36284402,ios,0.000,real
2019-03-01,MSK,2260,36284403,ios,0.000,real
2019-03-01,MSK,2260,36284404,ios,0.000,real
2019-03-01,MSK,2260,36284405,ios,0.000,real
2019-03-01,MSK,2260,36284428,ios,0.000,real
2019-03-01,MSK,2260,36284429,ios,0.000,real
2019-03-01,MSK,2260,36284430,ios,2.000,real
2019-03-01,MSK,2260,36284430,server,0.000,real
2019-03-01,MSK,2260,36284431,ios,0.000,real
2019-03-01,MSK,2260,36284432,ios,0.000,real
2019-03-01,MSK,2260,36284433,ios,0.000,real
2019-03-01,MSK,2260,36284452,ios,0.000,real
2019-03-01,MSK,2260,36284453,ios,0.000,real
2019-03-01,MSK,2260,36284479,ios,0.000,real
2019-03-01,MSK,2260,36284480,ios,0.000,real
2019-03-01,MSK,2260,36284481,ios,0.000,real
2019-03-01,MSK,2260,36284482,ios,0.000,real
2019-03-01,MSK,2260,36284483,ios,0.000,real
2019-03-01,MSK,2260,36284484,ios,0.000,real
2019-03-01,MSK,2260,36284485,ios,0.000,real
2019-03-01,MSK,2260,36284486,ios,0.000,real
2019-03-01,MSK,2260,36368169,ios,0.000,real
2019-03-01,MSK,2260,36368170,ios,0.000,real
2019-03-01,MSK,2260,36368171,ios,0.000,real
2019-03-01,MSK,2260,36368222,ios,0.000,real
2019-03-01,MSK,2260,36368265,ios,0.000,real
2019-03-01,MSK,2260,36368266,ios,0.000,real
2019-03-01,MSK,2260,36368267,ios,0.000,real
2019-03-01,MSK,2260,36368297,ios,0.000,real
2019-03-01,MSK,2260,36368355,ios,0.000,real
2019-03-01,MSK,2260,36368356,ios,0.000,real
2019-03-01,MSK,2260,36368360,ios,0.000,real
2019-03-01,MSK,2260,36368418,ios,0.000,real
2019-03-01,MSK,2260,36368419,ios,0.000,real
2019-03-01,MSK,2260,36368488,ios,0.000,real
2019-03-01,MSK,2260,36368489,ios,0.000,real
2019-03-01,MSK,2260,36385318,ios,1.000,real
2019-03-01,MSK,2260,36385330,ios,1.000,real
2019-03-01,MSK,2260,36385330,server,0.000,real
2019-03-01,MSK,2260,36385367,ios,0.000,real
2019-03-01,MSK,2260,36385413,ios,0.000,real
2019-03-01,MSK,2260,36385414,ios,0.000,real
2019-03-01,MSK,2260,36385438,ios,0.000,real
2019-03-01,MSK,2260,36385442,ios,0.000,real
2019-03-01,MSK,2260,36385484,ios,0.000,real
2019-03-01,MSK,2260,36385500,ios,0.000,real
2019-03-01,MSK,2260,36385510,ios,0.000,real
2019-03-01,MSK,2260,36385512,ios,0.000,real
2019-03-01,MSK,2260,36385522,ios,0.000,real
2019-03-01,MSK,2260,36385526,ios,0.000,real
2019-03-01,MSK,2260,36385528,ios,0.000,real
2019-03-01,MSK,2260,36405875,ios,1.000,real
2019-03-01,MSK,2260,36405876,ios,0.000,real
2019-03-01,MSK,2260,36405877,ios,0.000,real
2019-03-01,MSK,2260,36405878,ios,0.000,real
2019-03-01,MSK,2260,36405879,ios,0.000,real
2019-03-01,MSK,2260,36405880,ios,0.000,real
2019-03-01,MSK,2260,36820478,ios,0.000,real
2019-03-01,MSK,2260,36820479,ios,0.000,real
2019-03-01,MSK,2260,36820480,ios,0.000,real
2019-03-01,MSK,2260,36820512,ios,0.000,real
2019-03-01,MSK,2260,36821762,ios,0.000,real
2019-03-01,MSK,2260,36821763,ios,0.000,real
2019-03-01,MSK,2260,36821764,ios,0.000,real
2019-03-01,MSK,2260,36821765,ios,0.000,real
2019-03-01,MSK,2260,36821767,ios,0.000,real
2019-03-01,MSK,2260,36982564,ios,0.000,real
2019-03-01,MSK,2260,36982565,ios,1.000,real
2019-03-01,MSK,2260,36982566,ios,0.000,real
2019-03-01,MSK,2260,36982567,ios,0.000,real
2019-03-01,MSK,2260,36982580,ios,0.000,real
2019-03-01,MSK,2260,36982581,ios,0.000,real
2019-03-01,MSK,2260,36982634,ios,0.000,real
2019-03-01,MSK,2260,36982635,ios,0.000,real
2019-03-01,MSK,2260,36982636,ios,0.000,real
2019-03-01,MSK,2260,37108899,ios,0.000,real
2019-03-01,MSK,2260,37108900,ios,0.000,real
2019-03-01,MSK,2260,37108901,ios,0.000,real
2019-03-01,MSK,2260,37108902,ios,0.000,real
2019-03-01,MSK,2260,37108918,ios,0.000,real
2019-03-01,MSK,2260,37139633,ios,0.000,real
2019-03-01,MSK,2260,37139634,ios,0.000,real
2019-03-01,MSK,2260,37139749,ios,0.000,real
2019-03-01,MSK,2260,37139750,ios,0.000,real
2019-03-01,MSK,2260,37139751,ios,0.000,real
2019-03-01,MSK,2260,37166041,ios,0.000,real
2019-03-01,MSK,2260,37360379,ios,0.000,real
2019-03-01,MSK,2260,37360380,ios,0.000,real
2019-03-01,MSK,2260,37360381,ios,0.000,real
2019-03-01,MSK,2260,37360382,ios,0.000,real
2019-03-01,MSK,2260,37360453,ios,0.000,real
2019-03-01,MSK,2260,37360454,ios,0.000,real
2019-03-01,MSK,2260,37360455,ios,0.000,real
2019-03-01,MSK,2260,37360456,ios,0.000,real
2019-03-01,MSK,2260,37507142,ios,0.000,real
2019-03-01,MSK,2260,37507143,ios,0.000,real
2019-03-01,MSK,2260,37507144,ios,0.000,real
2019-03-01,MSK,2260,37507145,ios,0.000,real
2019-03-01,MSK,2260,37507173,ios,0.000,real
2019-03-01,MSK,2260,37507174,ios,0.000,real
2019-03-01,MSK,2260,37507175,ios,0.000,real
2019-03-01,MSK,2260,37507176,ios,0.000,real
2019-03-01,SPB,1190,34481318,ios,0.000,real
2019-03-01,SPB,1190,34481319,ios,0.000,real
2019-03-01,SPB,1190,34481320,ios,0.000,real
2019-03-01,SPB,1190,34481321,ios,0.000,real
2019-03-01,SPB,1190,34481325,ios,0.000,real
2019-03-01,SPB,1190,34481327,ios,0.000,real
2019-03-01,SPB,1190,36296152,ios,0.000,real
2019-03-01,SPB,1190,36296154,ios,0.000,real
2019-03-01,SPB,1190,36296155,ios,0.000,real
2019-03-01,SPB,1190,36296177,ios,0.000,real
2019-03-01,SPB,1190,36296178,ios,0.000,real
2019-03-01,SPB,1190,36296183,ios,0.000,real
2019-03-01,SPB,1190,36296184,ios,0.000,real
2019-03-01,SPB,1190,36296185,ios,0.000,real
2019-03-01,SPB,1190,36346353,ios,0.000,real
2019-03-01,SPB,1190,36346411,ios,0.000,real
2019-03-01,SPB,1190,36390873,ios,0.000,real
2019-03-01,SPB,1190,36390993,ios,0.000,real
2019-03-01,SPB,1190,36391042,ios,0.000,real
2019-03-01,SPB,1190,36391043,ios,0.000,real
2019-03-01,SPB,1190,36982970,ios,0.000,real
2019-03-01,SPB,1190,36982992,ios,0.000,real
2019-03-01,SPB,1190,36983728,ios,0.000,real
2019-03-01,SPB,1190,36983729,ios,0.000,real
2019-03-01,SPB,1190,36983734,ios,0.000,real
2019-03-01,SPB,1190,36983786,ios,0.000,real
2019-03-01,SPB,1190,36983787,ios,0.000,real
2019-03-01,SPB,1190,36983818,ios,0.000,real
2019-03-01,SPB,1190,36983818,server,0.000,real
2019-03-01,SPB,1190,36983821,ios,0.000,real
2019-03-01,SPB,1190,36983822,ios,0.000,real
2019-03-01,SPB,1190,36984004,ios,0.000,real
2019-03-01,SPB,1190,36984021,ios,0.000,real
2019-03-01,SPB,1190,36984022,ios,0.000,real
2019-03-01,SPB,1190,37633080,ios,0.000,real
2019-03-01,SPB,1190,37633087,ios,0.000,real
2019-03-01,SPB,1190,37704445,ios,0.000,real
2019-03-01,SPB,1190,37704445,server,0.000,real
2019-03-01,SPB,1190,37704452,ios,0.000,real
2019-03-01,SPB,1190,37802112,ios,0.000,real
2019-03-01,SPB,1190,37894643,ios,0.000,real
2019-03-01,SPB,1190,37894652,ios,0.000,real
2019-03-01,SPB,1190,37894654,ios,0.000,real
2019-03-01,SPB,1190,37894655,ios,0.000,real
2019-03-01,SPB,1190,37966191,ios,0.000,real
2019-03-01,SPB,1190,37966192,ios,0.000,real
2019-03-01,SPB,1190,37966192,server,0.000,real
2019-03-01,SPB,1957,37718077,ios,1.000,real
2019-03-01,SPB,1957,37718972,ios,0.000,real
2019-03-01,SPB,1957,37733846,ios,0.000,real
2019-03-01,SPB,1957,37734493,ios,0.000,real
2019-03-01,SPB,2260,32600702,ios,0.000,real
2019-03-01,SPB,2260,32600703,ios,0.000,real
2019-03-01,SPB,2260,32631778,ios,0.000,real
2019-03-01,SPB,2260,32631790,ios,0.000,real
2019-03-01,SPB,2260,32631791,ios,0.000,real
2019-03-01,SPB,2260,32631792,ios,0.000,real
2019-03-01,SPB,2260,32636798,ios,0.000,real
2019-03-01,SPB,2260,32636799,ios,0.000,real
2019-03-01,SPB,2260,32636811,ios,0.000,real
2019-03-01,SPB,2260,32636812,ios,0.000,real
2019-03-01,SPB,2260,32636813,ios,1.000,real
2019-03-01,SPB,2260,32636814,ios,0.000,real
2019-03-01,SPB,2260,32638613,ios,0.000,real
2019-03-01,SPB,2260,32638620,ios,0.000,real
2019-03-01,SPB,2260,32654669,ios,0.000,real
2019-03-01,SPB,2260,32654679,ios,0.000,real
2019-03-01,SPB,2260,32654680,ios,0.000,real
2019-03-01,SPB,2260,32675951,ios,0.000,real
2019-03-01,SPB,2260,32701580,ios,0.000,real
2019-03-01,SPB,2260,32701581,ios,0.000,real
2019-03-01,SPB,2260,32701582,ios,0.000,real
2019-03-01,SPB,2260,32701597,ios,0.000,real
2019-03-01,SPB,2260,32701598,ios,0.000,real
2019-03-01,SPB,2260,32701599,ios,0.000,real
2019-03-01,SPB,2260,32702456,ios,0.000,real
2019-03-01,SPB,2260,32702814,ios,0.000,real
2019-03-01,SPB,2260,32702815,ios,0.000,real
2019-03-01,SPB,2260,32721042,ios,0.000,real
2019-03-01,SPB,2260,32721043,ios,0.000,real
2019-03-01,SPB,2260,32721061,ios,0.000,real
2019-03-01,SPB,2260,32721062,ios,0.000,real
2019-03-01,SPB,2260,32785811,ios,0.000,real
2019-03-01,SPB,2260,32785812,ios,0.000,real
2019-03-01,SPB,2260,32785813,ios,0.000,real
2019-03-01,SPB,2260,32785814,ios,0.000,real
2019-03-01,SPB,2260,32805844,ios,0.000,real
2019-03-01,SPB,2260,32805845,ios,0.000,real
2019-03-01,SPB,2260,32805846,ios,0.000,real
2019-03-01,SPB,2260,32805847,ios,0.000,real
2019-03-01,SPB,2260,32805848,ios,0.000,real
2019-03-01,SPB,2260,32805849,ios,0.000,real
2019-03-01,SPB,2260,32805885,ios,0.000,real
2019-03-01,SPB,2260,32805886,ios,0.000,real
2019-03-01,SPB,2260,32805887,ios,0.000,real
2019-03-01,SPB,2260,32805888,ios,0.000,real
2019-03-01,SPB,2260,32805889,ios,0.000,real
2019-03-01,SPB,2260,34314899,ios,0.000,real
2019-03-01,SPB,2260,34314900,ios,0.000,real
2019-03-01,SPB,2260,34314901,ios,0.000,real
2019-03-01,SPB,2260,34314919,ios,0.000,real
2019-03-01,SPB,2260,34314920,ios,0.000,real
2019-03-01,SPB,2260,34314932,ios,0.000,real
2019-03-01,SPB,2260,34314976,ios,0.000,real
2019-03-01,SPB,2260,34314977,ios,0.000,real
2019-03-01,SPB,2260,34314978,ios,0.000,real
2019-03-01,SPB,2260,34398186,ios,0.000,real
2019-03-01,SPB,2260,34398187,ios,0.000,real
2019-03-01,SPB,2260,34398202,ios,0.000,real
2019-03-01,SPB,2260,34398203,ios,0.000,real
2019-03-01,SPB,2260,34571858,ios,0.000,real
2019-03-01,SPB,2260,34571859,ios,0.000,real
2019-03-01,SPB,2260,34571969,ios,0.000,real
2019-03-01,SPB,2260,34571970,ios,0.000,real
2019-03-01,SPB,2260,34738689,ios,0.000,real
2019-03-01,SPB,2260,34738690,ios,0.000,real
2019-03-01,SPB,2260,34738721,ios,0.000,real
2019-03-01,SPB,2260,34928654,ios,0.000,real
2019-03-01,SPB,2260,34928656,ios,0.000,real
2019-03-01,SPB,2260,34928692,ios,0.000,real
2019-03-01,SPB,2260,34928693,ios,0.000,real
2019-03-01,SPB,2260,34928694,ios,0.000,real
2019-03-01,SPB,2260,34939484,ios,0.000,real
2019-03-01,SPB,2260,34939486,ios,0.000,real
2019-03-01,SPB,2260,34939501,ios,0.000,real
2019-03-01,SPB,2260,34939503,ios,0.000,real
2019-03-01,SPB,2260,34939504,ios,0.000,real
2019-03-01,SPB,2260,34988257,ios,0.000,real
2019-03-01,SPB,2260,35188082,ios,0.000,real
2019-03-01,SPB,2260,35188083,ios,0.000,real
2019-03-01,SPB,2260,35188084,ios,0.000,real
2019-03-01,SPB,2260,35188085,ios,0.000,real
2019-03-01,SPB,2260,35949558,ios,0.000,real
2019-03-01,SPB,2260,35949559,ios,0.000,real
2019-03-01,SPB,2260,35949560,ios,0.000,real
2019-03-01,SPB,2260,35949561,ios,0.000,real
2019-03-01,SPB,2260,36281730,ios,0.000,real
2019-03-01,SPB,2260,36281761,ios,0.000,real
2019-03-01,SPB,2260,36281762,ios,0.000,real
2019-03-01,SPB,2260,36281763,ios,0.000,real
2019-03-01,SPB,2260,36281764,ios,0.000,real
2019-03-01,SPB,2260,36281765,ios,0.000,real
2019-03-01,SPB,2260,36281779,ios,0.000,real
2019-03-01,SPB,2260,36281780,ios,0.000,real
2019-03-01,SPB,2260,36281804,ios,0.000,real
2019-03-01,SPB,2260,36281805,ios,0.000,real
2019-03-01,SPB,2260,36281806,ios,0.000,real
2019-03-01,SPB,2260,36281807,ios,0.000,real
2019-03-01,SPB,2260,36281808,ios,0.000,real
2019-03-01,SPB,2260,36284528,ios,0.000,real
2019-03-01,SPB,2260,36284529,ios,0.000,real
2019-03-01,SPB,2260,36284530,ios,0.000,real
2019-03-01,SPB,2260,36367253,ios,0.000,real
2019-03-01,SPB,2260,36367254,ios,0.000,real
2019-03-01,SPB,2260,36367255,ios,0.000,real
2019-03-01,SPB,2260,36367288,ios,0.000,real
2019-03-01,SPB,2260,36367406,ios,0.000,real
2019-03-01,SPB,2260,36367407,ios,0.000,real
2019-03-01,SPB,2260,36367499,ios,0.000,real
2019-03-01,SPB,2260,36821383,ios,0.000,real
2019-03-01,SPB,2260,36821384,ios,0.000,real
2019-03-01,SPB,2260,36821385,ios,0.000,real
2019-03-01,SPB,2260,36821386,ios,0.000,real
2019-03-01,SPB,2260,36821406,ios,0.000,real
2019-03-01,SPB,2260,36821407,ios,0.000,real
2019-03-01,SPB,2260,36821818,ios,0.000,real
2019-03-01,SPB,2260,36821819,ios,0.000,real
2019-03-01,SPB,2260,36821820,ios,0.000,real
2019-03-01,SPB,2260,36821821,ios,0.000,real
2019-03-01,SPB,2260,36821824,ios,0.000,real
2019-03-01,SPB,2260,36821825,ios,0.000,real
2019-03-01,SPB,2260,36983112,ios,0.000,real
2019-03-01,SPB,2260,36983115,ios,0.000,real
2019-03-01,SPB,2260,36983116,ios,0.000,real
2019-03-01,SPB,2260,36983188,ios,0.000,real
2019-03-01,SPB,2260,36983189,ios,0.000,real
2019-03-01,SPB,2260,36983204,ios,0.000,real
2019-03-01,SPB,2260,36983206,ios,0.000,real
2019-03-01,SPB,2260,37109012,ios,0.000,real
2019-03-01,SPB,2260,37109013,ios,0.000,real
2019-03-01,SPB,2260,37109041,ios,0.000,real
2019-03-01,SPB,2260,37109042,ios,0.000,real
2019-03-01,SPB,2260,37109043,ios,0.000,real
2019-03-01,SPB,2260,37109044,ios,0.000,real
2019-03-01,SPB,2260,37140145,ios,0.000,real
2019-03-01,SPB,2260,37140148,ios,0.000,real
2019-03-01,SPB,2260,37140203,ios,0.000,real
2019-03-01,SPB,2260,37140205,ios,0.000,real
2019-03-01,SPB,2260,37166220,ios,0.000,real
2019-03-01,SPB,2260,37166221,ios,0.000,real
2019-03-01,SPB,2260,37166222,ios,0.000,real
2019-03-01,SPB,2260,37166223,ios,0.000,real
2019-03-01,SPB,2260,37360943,ios,0.000,real
2019-03-01,SPB,2260,37360944,ios,0.000,real
2019-03-01,SPB,2260,37360945,ios,0.000,real
2019-03-01,SPB,2260,37360946,ios,0.000,real
2019-03-01,SPB,2260,37361011,ios,0.000,real
2019-03-01,SPB,2260,37361012,ios,0.000,real
